name,url,sku,gtin13,price,currency,availability,description,brand,breadcrumbs,images,avg_rating,reviews_count,pack_size,ingredients,storage_details,product_origin,percentage_alcohol,serving_size,nutrition,uniq_id,scraped_at
Tesco Kiwi Strawberry & Melon 125G,https://www.tesco.com/groceries/en-GB/products/311447192,311447192,00000003415467,1.15,GBP,InStock,"Melon, kiwi fruit and strawberry.",TESCO,"Fresh Food~Fresh Fruit~Fruit Pots, Platters & Packs",https://digitalcontent.api.tesco.com/v2/media/ghs/263043ba-71b8-4b3e-b943-7c908f3a7533/106e866a-eacd-4b9f-9a09-ef21478a6f2a.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/cd7b01c6-f868-4a82-a35d-b173ca17eb63/06e5183b-db6c-46f9-8316-dd7577120ab5_7399645.jpeg,5,2,Pack size: 125G,,"Keep refrigerated. Once opened, consume within 1 days and by 'use by' date shown.",,,1 Servings,[],6dc5a0cd-a7e2-52c7-9de3-2a65e32bdd9f,12/19/22
Fred & Flo Weaning Bowl And Spoon Set,https://www.tesco.com/groceries/en-GB/products/301254043,301254043,05057753418373,3.15,GBP,InStock,Fred and Flo Weaning Bowl and Spoon,FRED & FLO,"Baby~Baby Weaning & Accessories~Baby Spoons, Bowls, Plates & Cutlery",https://digitalcontent.api.tesco.com/v2/media/ghs/1cde2df8-a46c-41b7-9375-c811d0a9d79c/14f241e8-2b06-4324-a988-00ff934b4c9d_84409803.jpeg,5,1,,,,Produced in Thailand,,,[],1e9ddf2a-a3a4-5c3d-8521-08b414c4bc92,12/19/22
Spidey Little Vehicles,https://www.tesco.com/groceries/en-GB/products/309909622,309909622,00191726398509,7,GBP,InStock,Spidey Little Vehicles,SPIDEY,Home & Ents~Toys & Games~Baby & Toddler Toys,https://digitalcontent.api.tesco.com/v2/media/ghs/3c003733-61f2-4dc7-8665-a5c563d5c6ff/668caff2-b4a9-4193-9c3b-571b7e361207_467108682.jpeg,,,,,,,,,[],b819ba89-b27e-5d60-87f2-d9678c9f5cb3,12/19/22
Halo Top Gooey Brownie Ice Cream 473Ml,https://www.tesco.com/groceries/en-GB/products/305830759,305830759,01230000022705,5.25,GBP,InStock,"Chocolate Brownie Flavoured Ice Cream with Brownie Sauce (4.9%) and Brownie Pieces (4.9%), with Sugars and Sweeteners. 380 kcal per tub",HALO TOP,"Frozen Food~Ice Cream, Ice Lollies & Frozen Desserts~Ice Cream Tubs",https://digitalcontent.api.tesco.com/v2/media/ghs/25e4c144-bf5f-4bda-9bc0-28051ab615e2/d31cd680-3866-4384-906f-cbc1dc39b066.jpeg,3.3,18,Pack size: 473ML,"Reconstituted Skimmed Milk, Resistant Dextrin, Cream, Bownie Sauce (4.9%) (Sugar, Water, Glucose Syrup, Coconut Oil, Fat-Reduced Cocoa Powder (5%), Cocoa Mass, Modified Starch, Natural Flavour, Emulsifier (Sunflower Lecithin), Thickener (Carrageenan), Salt), Brownie Pieces (4.9%) (Sweetener (Maltitol), Fortified Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Sunflower Oil, Fat-Reduced Cocoa Powder (8.7%), Carob Extract, Apple Extract, Humectant (Glycerol), Natural Flavour, Salt, Emulsifier (Soy Lecithin), Raising Agents (Diphosphates, Sodium Carbonates) (Wheat)), Sweetener (Erythritol), Skimmed Milk Powder, Eggs, Sugar, Fat-Reduced Cocoa Powder (2.3%), Stabiliser (Glycerol), Sea Salt, Emulsifiers (Propane-1, 2-diol Esters of Fatty Acids, Mono and Diglycerides of Fatty Acids), Stabilisers (Guar Gum, Locust Bean Gum, Carrageenan), Sweetener (Steviol Glycosides)",Keep frozen below -18°C. Do not refreeze once thawed. Best before: see base of tub.,,,,"[{'Energy': '545kJ'}, {'-': '130kcal'}, {'Fat': '3,7g'}, {'of which saturates': '2,2g'}, {'Carbohydrate': '22g'}, {'of which sugars': '11g'}, {'Protein': '4,6g'}, {'Salt': '0,57g'}]",11f092fb-412d-594b-9085-f8f466535a1b,12/19/22
Sensodyne Rapid Relief 75Ml,https://www.tesco.com/groceries/en-GB/products/295872777,295872777,05054563023803,4.5,GBP,OutOfStock,Sensodyne Rapid Relief Original 75ml,SENSODYNE,"Health & Beauty~Toothpaste, Mouthwash & Toothbrush~Sensitive",https://digitalcontent.api.tesco.com/v2/media/ghs/62072a2b-d05f-433d-9668-4e3ab7e7fd69/41c9f68e-c13c-4c6c-833a-748235abd38f_493919637.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/050780b1-7c4f-4d92-bb1d-b1a8227aea92/25a6bd63-5c8c-435d-bf8e-2910d77376df_654410956.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/808f2f7b-b422-4285-9c13-ac4c390c031d/8ecd5c6b-526a-4e76-8163-9f6a9036d3a0_691333072.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/12c9b6f5-94f1-4288-bf67-3682ac9fd221/8e98597c-bacc-4bf2-aa2a-4e37e31a5fc1_666577502.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/1b88f6a9-675a-426e-b4e6-1d2aceceb1ef/59c562e8-f634-4616-bbd1-d2c31150c915_1767875269.jpeg,4.4,94,Pack size: 75ML,"Glycerin, PEG-8, Hydrated Silica, Pentasodium Triphosphate, Aroma, Sodium Lauryl Sulfate, Titanium Dioxide, Carbomer, Stannous Fluoride, Cocamidopropyl Betaine, Sodium Saccharin, Sodium Fluoride, Limonene. Contains Stannous Fluoride 0.454% w/w, Sodium Fluoride 0.072% w/w (1450 ppm Fluoride). 

As we are always looking to improve our products, our formulations change from time to time, so please always check the product packaging before use.",n/a,,,,[],90458de1-3d4d-5ee3-9445-e4082671959b,12/19/22
Top Life Formula Puppy Milk 200Ml,https://www.tesco.com/groceries/en-GB/products/260587673,260587673,05016860014021,0.9,GBP,InStock,"Top Life Formula Puppy Milk 200Ml. Follow us on:. Twitter. Facebook. Made with highly digestible goats' milk,C + E added vitamins,Contains taurine,Vitamins C & E - to support early immune system development,Taurine - for Healthy eyes,A deliciously refreshing milk treat your puppy will love,A complementary pet food for puppies,No artificial ingredients colours, flavours or preservatives",TOP LIFE,Pets~Dog Food & Accessories~Puppy Food (0-12 Months),https://digitalcontent.api.tesco.com/v2/media/ghs/68997e6c-0c52-456d-a8fb-f2bd8e8e818a/bcd8118b-96cd-4f89-b653-9d6b38a24c31_443026237.jpeg,4.7,3,Pack size: 200ML,Goats' Milk,"Serve at room temperature.Once opened re-close cap, keep refrigerated and use within 3 days.
Please see top of carton for best before date & batch number.",Made in Germany,,,"[{'Moisture': '90%'}, {'Crude Protein': '3.4%'}, {'Fat': '1.7%'}, {'Crude Ash': '0.73%'}, {'Crude Fibred': '0.1%'}, {'Calcium': '0.12%'}, {'Vitamin E': '(2.35mg/kg)'}, {'Vitamin C': '(6.2mg/kg)'}, {'Taurine': '(100mg/kg)'}, {'Additives:': '-'}, {'Vitamins:': '-'}]",64e11215-f381-59e2-a096-2d469324c606,12/19/22
Nissin Cup Noodles Katsu Curry 73G,https://www.tesco.com/groceries/en-GB/products/306947886,306947886,05997523314880,1.5,GBP,OutOfStock,Instant Curry Flavour Noodle Soup.,NISSIN,Food Cupboard~Noodle Pots & Instant Snack Meals~Authentic & Asian Inspired,https://digitalcontent.api.tesco.com/v2/media/ghs/9323de9b-2d30-4991-bedd-c2ab2d99f0d1/69c666eb-5063-4076-a104-6d1841c4ba8a_2117725203.jpeg,5,2,Pack size: 73G,"Noodles 74.9% [Wheat Flour, Palm Oil, Starch, Salt, Onion Powder, Flavour Enhancer (Monosodium Glutamate), Flour Treatment Agents (Sodium Carbonate, Triphosphates), Antioxidant (Tocopherol-Rich Extract), Acidity Regulator (Citric Acid), Colour (Carotenes)], Sugar, Maltodextrin, Curry Powder 2.1% [Spices (Mustard), Wheat Flour, Salt], Spices, Edamame Bean (Soya), Carrot, Textured Wheat Protein [Wheat Gluten, Stabiliser (Calcium Sulphate)], Modified Starch, Garlic Powder, Flavourings (contain Wheat, Soya, Milk), Yeast Extract, Flavour Enhancers (Monosodium Glutamate, Disodium Guanylate, Disodium Inosinate), Potato Powder, Onion, Stabiliser (Potassium Chloride), Hydrolysed Maize Protein, Thicker (Xanthan Gum), Spring Onion, Salt, Dextrose, Chicken Meat Powder, Skimmed Milk Powder, Soy Sauce Powder (Soybean, Wheat, Salt, Maltodextrin), Anti-Caking Agent (Silicon Dioxide), Colours (Ammonia Caramel, Paprika Extract), Worcestershire Sauce Powder [Maltodextrin, Molasses, Vinegar, Corn Syrup, Salt, Spices (Celery), Colour (Sulphite Ammonia Caramel), Sugar, Tamarind, Flavouring]",Best before end: see base.,Produced in Hungary,,,"[{'Energy': '383 kJ / 91 kcal'}, {'Fat': '3.6 g'}, {'of which saturate': '1.8 g'}, {'Carbohydrate': '11.7 g'}, {'of which sugars': '1.6 g'}, {'Protein': '2.4 g'}, {'Salt': '0.91 g'}]",71da5add-e5e0-5f14-a328-0b768fc70ec6,12/19/22
Tesco 12 Filled Mini Churros 210G,https://www.tesco.com/groceries/en-GB/products/309449307,309449307,05059697388989,2.5,GBP,InStock,Mini doughnuts filled with a chocolate and hazelnut flavoured sauce with cinnamon sugar.,TESCO,Frozen Food~Frozen Party Food & Sausage Rolls~Frozen Party Food & Sausage Rolls,https://digitalcontent.api.tesco.com/v2/media/ghs/0625eb19-8250-42c5-abb7-69ef496c76a2/34cb6f6c-93a4-4d9d-9343-2ea115e4154f.jpeg,3.5,12,Pack size: 210G,,"Keep frozen at -18°C or cooler.    Important: If food has thawed, do not refreeze.
    ",,,approx. 12 Servings,"[{'Energy': '1375kJ / 328kcal'}, {'Fat': '13.5g'}, {'Saturates': '1.6g'}, {'Carbohydrate': '44.7g'}, {'Sugars': '13.3g'}, {'Fibre': '2.4g'}, {'Protein': '5.6g'}, {'Salt': '0.41g'}, {'* Reference intake of an average adult (8400 kJ / 2000 kcal)': '-'}, {'When cooked according to instructions.': '-'}, {'** When cooked according to instructions 210g typically weighs 192g.': '-'}]",b2579516-75b4-5ed3-bf27-6ebc72162172,12/19/22
Kopparberg Mixed Fruit Tropical Premium Cider 4 X 330Ml,https://www.tesco.com/groceries/en-GB/products/308099405,308099405,07393714899095,5,GBP,InStock,Apple Cider with a Taste of Tropical Fruit,KOPPARBERG,Drinks~Beer & Cider~Cider,https://digitalcontent.api.tesco.com/v2/media/ghs/df014345-8072-46c8-b294-069b26351e6d/b75e5a7d-e5d4-4fed-8331-623c62ac6dca_858662275.jpeg,2.3,3,Pack size: 1320ML,,"Best Before, See Base of Can.",,4.0% vol,,[],4754edf4-3cb4-5c10-8d91-41639ef2fb23,12/19/22
Sistema Bento Cube,https://www.tesco.com/groceries/en-GB/products/303993691,303993691,09414202416858,7,GBP,InStock,"Sistema Bento Cube. Featuring an easy locking clip, multiple removable compartments and a 150ml Yogurt Pot,Keep your food fresh and separate until ready to eat,Phthalate free and BPA free",SIS,Home & Ents~Cooking & Dining~Food Storage & Water Bottles,https://digitalcontent.api.tesco.com/v2/media/ghs/cc2865c4-217b-4dd2-855d-64d333eb7eac/0c3f8340-0477-45be-880b-a4b1f387bb29_2012401208.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/351e7427-6192-47e5-9e9d-01004f01b427/cc42ed60-1f1f-4628-a89c-5e865fb93669_44246359.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/93a8c607-60ee-4c67-afa7-a99f55b30d7d/fe4540d4-a35c-41f1-82e2-3d9c50d2decd_1107757191.jpeg,5,20,,,,,,,[],a23addb8-ee1c-59ca-bcba-0589e69045a4,12/19/22
Seven Seas Omega 3 Extra Strength With Vitamin D 30 Capsules,https://www.tesco.com/groceries/en-GB/products/309474582,309474582,08006540158920,12,GBP,InStock,"Food supplement - 30 Capsules containing Fish Oil and Vitamin D. 30 Day Pack,1250 mg Fish Oil,750 mg Omega-3,With Vitamin D,With 250 mg DHA to support normal brain function",SEVEN SEAS,"Health & Beauty~Vitamins, Minerals & Supplements~Cod Liver Oil & Omega 3",https://digitalcontent.api.tesco.com/v2/media/ghs/f6da80f3-4abf-49c6-b45c-beb8fc5da1b2/0247455a-1858-4c6c-a7b4-4b7ecdabc35e_243526318.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/e4c535fd-8d25-42b7-9c46-c2c0bc0273a6/660578e4-cc55-4bbe-997d-2a841ac0a404_1469436199.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/b5011266-ca9e-41e7-8f43-ee1427859a5b/62b4f1dd-bd8d-4403-ba8f-1d11e4ff3fe9_293356796.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/11bb0518-838e-4c52-a5dd-b805aa68f05b/4c2412a1-f90d-46f2-927d-0cfd5934c8ed_269115178.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/eab21a1c-ee04-4f68-bede-d559ec429603/266c029a-8167-44d0-adb6-24ad5f8e9f69_2087664178.jpeg,4.6,309,,"Fish Oil (Antioxidant: Tocopherol-Rich Extract), Capsule Shell (Beef Gelatin, Humectant: Glycerol), Medium Chain Triglycerides, Cholecalciferol (Vitamin D)","Store in a cool, dry place below 25°CBest before end: See bottom of pack",,,,"[{'Vitamin D': '10 µg'}, {'Fish Oil': '1250 mg'}, {'Providing Omega-3 Nutrients': '750 mg'}, {'Of which EPA': '375 mg'}, {'Of which DHA': '250 mg'}, {'*NRV = Nutrient Reference Value': '-'}]",e478b1c6-eda9-5109-8709-5124edf65679,12/19/22
Red Bull Energy Drink 473Ml,https://www.tesco.com/groceries/en-GB/products/264556446,264556446,09002490210991,2.4,GBP,InStock,"Energy drink. Carbonated,With taurine,Vitalizes body and mind,Pasteurised",RED BULL,"Drinks~On The Go Drinks~Sports, Energy & Wellness Drinks",https://digitalcontent.api.tesco.com/v2/media/ghs/6c77c582-1ea6-4010-96ce-bd960769f6d7/77d7fe56-bbd8-4f37-a5a7-5f0ae41436e2_1886086727.jpeg,,,Pack size: 473ML,"Water, Sucrose, Glucose, Acidifier Citric Acid, Carbon Dioxide, Taurine (0.4%), Acidity Regulator (Sodium Carbonates, Magnesium Carbonate), Caffeine (0.3%), Vitamins (Niacin, Pantothenic Acid, B6, B12), Flavourings, Colours (Caramel, Riboflavin)",Best before: see base of can.,,,,"[{'Energy ': '194 kJ (46 kcal)'}, {'Fat ': '0 g'}, {'of which Saturates ': '0 g'}, {'Carbohydrate ': '11 g'}, {'of which sugars ': '11 g'}, {'Protein ': '0 g'}, {'Salt ': '0.1 g'}, {'Niacin ': '8 mg / 50% NRV'}, {'Pantothenic Acid ': '2 mg / 33% NRV'}, {'Vitamin B6 ': '2 mg / 143% NRV'}, {'Vitamin B12 ': '2 µg / 80% NRV'}, {'Vitamins:': '-'}, {'NRV = Nutrient Reference Value': '-'}]",a36f6071-2653-5cc9-b04e-1c5430956896,12/19/22
Cadbury Festive Friends Chocolate Biscuits 150G,https://www.tesco.com/groceries/en-GB/products/302219390,302219390,07622210838209,1,GBP,OutOfStock,"Biscuits half coated with milk chocolate (25 %). BeTreatwise.net. Biscuits half covered with milk chocolate,Suitable for vegetarians",CADBURY,Food Cupboard~Biscuits & Cereal Bars~Biscuit Assortments,https://digitalcontent.api.tesco.com/v2/media/ghs/95925250-49cd-412f-a08f-18d2a6ee0833/7ffe8c0a-1372-44c8-b797-1f9ceaff0eae_842168074.jpeg,4.8,4,Pack size: 150G,"Wheat Flour (with Calcium, Iron, Niacin, Thiamin), Sugar, Palm Oil, Whey Permeate (from Milk), Glucose Syrup, Cocoa Butter, Cocoa Mass, Skimmed Milk Powder, Milk Fat, Salt, Flavourings (contains Milk), Emulsifiers (E476, E442, E412), Raising Agents (Sodium Carbonates)",Store in a dry place. Protect from heat.Best before: see base of pack.,,,4x biscuits = 1 Portion. 9 portions per pack,"[{'Energy': '2126 kJ'}, {'-': '507 kcal'}, {'Fat': '23 g'}, {'of which Saturates': '12 g'}, {'Carbohydrate': '66 g'}, {'of which Sugars': '29 g'}, {'Fibre': '2.2 g'}, {'Protein': '7.7 g'}, {'Salt': '0.71 g'}]",de4cbd2e-91b4-5bc1-bdb5-e6743a7e932c,12/19/22
Belazu Apricot Harissa 130G,https://www.tesco.com/groceries/en-GB/products/309786368,309786368,05030343837570,3.85,GBP,InStock,"Red Paste with Apricot and Ras El Hanout. Chilli rating - 1,Rich, sweet and spiced paste with apricot and ras el hanout,Add drama to every bite",BELAZU,"Food Cupboard~Cooking Ingredients~Seasoning, Herbs & Spices",https://digitalcontent.api.tesco.com/v2/media/ghs/14992e8a-fb51-4a0f-bb53-a49e84de30d6/69e1148c-d32f-48ac-9f57-38ea93925aec_178994153.jpeg,5,1,Pack size: 130G,"Sunflower Oil, Rehydrated Paprika and Cayenne Peppers (23%), Raisins, Dried Middle Eastern Apricots (13%), Capers, Garlic, Balsamic Vinegar of Modena (Cooked Grape Must, Wine Vinegar), Salt, Mixed Spices, Rice Flour, Rose Petals, Ras El Hanout (Ginger, Turmeric, Cumin, Cardamom, Clove, Cinnamon, Nutmeg), Acidity Regulator: Citric Acid","Once Opened, Keep Refrigerated for Up to 4 Weeks.",Made in the UK,,,"[{'Energy': '1689 kJ / 406kcal'}, {'Fat': '32.5g'}, {'Of which Saturates': '2.1g'}, {'Carbohydrates': '22.0g'}, {'Of which Sugars': '17.3g'}, {'Fibre': '4.5g'}, {'Protein': '2.9g'}, {'Salt': '3.0g'}]",2d7f14e8-0da3-5236-9445-b838e92dfed8,12/19/22
Tesco Southern Fried Breaded Chicken Mini Fillets 305G,https://www.tesco.com/groceries/en-GB/products/264566997,264566997,05051898684556,3.35,GBP,InStock,Chicken breast fillet pieces in a crispy southern fried coating.,TESCO,Fresh Food~Fresh Meat & Poultry~Breaded Chicken,https://digitalcontent.api.tesco.com/v2/media/ghs/6d80c09a-69df-43d4-896f-73a89e971bb5/afff431b-fc6a-4548-bde6-dbbe53ddff0c.jpeg,3.7,19,Pack size: 305G,,"Suitable for home freezing. Ideally freeze as soon as possible after purchase but always by 'use by' date shown. 
Once opened, use within 1 day. 
Keep refrigerated below 4°C. 
",Made using British & EU chicken.,,2 Servings,"[{'Energy': '890kJ / 212kcal'}, {'Fat': '9.1g'}, {'Saturates': '0.9g'}, {'Carbohydrate': '13.9g'}, {'Sugars': '1.1g'}, {'Fibre': '1.3g'}, {'Protein': '17.9g'}, {'Salt': '0.68g'}, {'* Reference intake of an average adult (8400 kJ / 2000 kcal)': '-'}, {'** When cooked according to instructions 305g typically weighs 292g.': '-'}, {'When cooked according to instructions.': '-'}]",d1b86986-1b84-536a-88bf-ed77654a7274,12/19/22
Tesco Egg Mayonaise 250G,https://www.tesco.com/groceries/en-GB/products/307154117,307154117,05057753904753,1.85,GBP,InStock,Chopped hard-boiled egg in a seasoned mayonnaise with salt and pepper.,TESCO,"Fresh Food~Fresh Salad, Coleslaw & Sandwich Fillers~Sandwich Fillers",https://digitalcontent.api.tesco.com/v2/media/ghs/55351922-a933-4894-9a68-3e6c3108cbcd/d779f080-754a-4e92-ab72-53c089ceb0a6.jpeg,2.9,16,Pack size: 250G,,"Not suitable for freezing. Keep refrigerated. Once opened, consume within 2 days and by 'use by' date shown.
    ",,,5 Servings,"[{'Energy': '611kJ / 147kcal'}, {'Fat': '10.3g'}, {'Saturates': '2.2g'}, {'Carbohydrate': '3.9g'}, {'Sugars': '0.3g'}, {'Fibre': '0.5g'}, {'Protein': '9.3g'}, {'Salt': '0.72g'}, {'* Reference intake of an average adult (8400 kJ / 2000 kcal)': '-'}, {'As sold': '-'}]",7fc31d65-0a49-5835-91df-709feba2e1b2,12/19/22
Tesco A4 Document Box,https://www.tesco.com/groceries/en-GB/products/274658654,274658654,05052909992493,3,GBP,InStock,"Tesco A4 Document Box. A4 document box. Made from durable, sturdy plastic \n . Stops important documents from bending",TESCO HOMEOFFICE,"Home & Ents~Stationery, Arts & Crafts~Filing & Storage",https://digitalcontent.api.tesco.com/v2/media/ghs/91984c61-2566-4493-b7ab-9aedee94689a/71b927fa-c3cd-43cc-a504-aa39cb3ff5c3_718499514.jpeg,5,2,,,,,,,[],6613bdca-db52-5dd3-9e3b-a1548bfed5e8,12/19/22
Ashfield British Lager 4 X 440Ml,https://www.tesco.com/groceries/en-GB/products/300554916,300554916,05391516882606,2.5,GBP,InStock,Ashfield British Lager 4 X 440Ml. Brewed with Finest British Malted Barley for a Crisp Flavour,MAGNERS,Drinks~Beer & Cider~Beer - Lager,https://digitalcontent.api.tesco.com/v2/media/ghs/39c2a02e-b538-42da-aeed-3a0f23c8948c/f424b956-4869-4b5d-aa89-1fcc1d5ada40_30866002.jpeg,3.8,19,Pack size: 1760ML,,Best Before: See Can Base,,3.8% vol,,"[{'Energy': '129kJ / 31kcal'}, {'7% of your reference intake': '-'}]",2dff473d-1090-5954-b67d-9564f48cfe68,12/19/22
Tesco Salt & Vinegar Sticks 150G,https://www.tesco.com/groceries/en-GB/products/260085646,260085646,05051008187373,1,GBP,InStock,Salt and vinegar flavour baked maize and potato snacks.,TESCO,"Food Cupboard~Crisps, Snacks, Nuts & Popcorn~Sharing Crisps & Snacks",https://digitalcontent.api.tesco.com/v2/media/ghs/439e17d0-48bc-4e7b-a84f-0968b814c1a5/b8b1fe1c-0c59-4823-8db6-8e5864eeba36_1138200255.jpeg,1.8,32,Pack size: 150G,,"Store in a cool, dry place.    ",,,6 Servings,"[{'Energy': '2062kJ / 493kcal'}, {'Fat': '24.5g'}, {'Saturates': '2.2g'}, {'Carbohydrate': '61.5g'}, {'Sugars': '1.7g'}, {'Fibre': '2.3g'}, {'Protein': '5.4g'}, {'Salt': '1.9g'}, {'* Reference intake of an average adult (8400 kJ / 2000 kcal)': '-'}, {'As sold': '-'}]",87b1b7c5-77da-574b-8691-06aa60f3bdc6,12/19/22
Oral-B Pro 1 3D White Pink Electric Toothbrush & Case,https://www.tesco.com/groceries/en-GB/products/298512376,298512376,04210201187424,60,GBP,InStock,"Oral-B Pro 1 3D White Pink Electric Toothbrush & Case. Head is designed to removes surface stains and plaque  \n . A daily clean cleaning mode and an in-handle timer. Comes with a travel case, Uk 2-pin plug and 1x Cross Action brush head. Professional clean feeling every day and gentle brushing with the gum pressure control,Unique Oral-B's 3D cleaning technology: oscillates, rotates and pulsates for up to 100% more plaque removal even in hard to reach areas vs. a manual brush,Gum pressure control: if you brush too hard, the toothbrush stops pulsations to protect gums,Dentist-inspired round brush head cups each tooth for a deep clean while being gentle for gums,Rechargeable toothbrush with convenient long-lasting battery and battery level indicator,To keep an optimal cleaning efficacy, dentists recommend changing brush head every 3 months,Content:1 handle with 2 minutes timer, 1 charger, 1 brush head, 1 travel case,Oral-B is #1 brand most used by dentists worldwide with clinically proven results",ORAL-B,"Health & Beauty~Toothpaste, Mouthwash & Toothbrush~Toothbrush",https://digitalcontent.api.tesco.com/v2/media/ghs/62f19a9b-3be8-423a-a436-ae7a517c3d7b/2efa77f2-1196-4e94-a10c-28638adb9baf_1909232907.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/0aa82c50-188c-4396-8f5c-dd2da86a4a79/4dbc9b38-7179-4cdd-b800-07eb02cefa21_302257236.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/d62d997d-559f-4ec3-829f-4378f91359d3/d9ac8741-47b9-47a7-8267-2f32aeac413a_667764509.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/10976d4c-4a51-4564-a3f0-3d8bcf1d818b/7c33b556-4d6b-499d-8a08-03f9e2f29d17_854751400.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/fc93b658-43a3-4029-822c-a0a6a60d2a2a/5a70a703-d340-49f7-8a43-6471bbe8a334_729739590.jpeg,4.7,5931,,,,,,,[],a996dfe5-0a48-5460-a903-8c4ff527895c,12/19/22
Head & Shoulders Anti-Dandruff Classic Clean Shampoo 90Ml,https://www.tesco.com/groceries/en-GB/products/296920800,296920800,08001090098023,1.75,GBP,InStock,"Head & Shoulders Anti-Dandruff Classic Clean Shampoo 90Ml. Classic Clean Anti Dandruff Shampoo cleans your hair while keeping it fresh and beautifully moisturised,Derma&Pure formula effectively fights Itchy Oily and Dry scalp to Stop dandruff before it even shows,Dermatologically tested, ph balanced and boosted with antioxidants for gentle care of hair and scalp,Keeps hair beautiful and up to 100% flake-free (with regular use),Formulated with no unwanted ingredients: 0% Parabens, 0% Phosphates, 0% Paraffins, 0% Colourants",HEAD & SHOULDERS,Health & Beauty~Suncare & Travel~Travel Toiletries,https://digitalcontent.api.tesco.com/v2/media/ghs/d7ebe454-2761-4952-b139-4c553d4645ec/d7067be1-e0d5-473a-8db8-cd581942f40c_1823141598.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/a885401d-5304-4260-8f61-f62b9729ac7f/d079c226-7bea-4b94-a908-62e91c10246f_1536485769.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/900422c9-f6fe-4136-811c-aac62e590d73/cf5c7496-ac1c-47b3-9a88-749a3eaf3719_1603531811.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/7ba46643-d5f5-4ea0-abdc-abdba893a5e8/49731ee0-0da4-4a45-bca7-2bd5e1d9803e_1926740948.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/7524895f-c3a2-46ae-afc3-ab9a433d8924/c99a9dad-5745-418c-aa6c-513f3c2a3fe9_970045990.jpeg,4.4,3013,Pack size: 90ML,"Aqua, Sodium Laureth Sulfate, Sodium Lauryl Sulfate, Sodium Chloride, Sodium Xylenesulfonate, Cocamidopropyl Betaine, Glycol Distearate, Sodium Citrate, Parfum, Dimethiconol, Piroctone Olamine, Sodium Benzoate, Dimethicone, Citric Acid, Guar Hydroxypropyltrimonium Chloride, TEA-Dodecylbenzenesulfonate, Hexyl Cinnamal, Linalool, Tetrasodium EDTA, Sodium Hydroxide, Trideceth-10, Sodium Salicylate, Triethylene Glycol, Propylene Glycol, CI 42090, CI 17200",,United Kingdom,,,[],303688d5-7e6c-555e-b5fa-13eddc7e7f2a,12/19/22
Tesco Cinnamon Dusting 80G,https://www.tesco.com/groceries/en-GB/products/309476136,309476136,05059697393501,1,GBP,InStock,Cinnamon flavoured sugar for topping hot drinks.,TESCO,Drinks~Hot Chocolate & Malted Drinks~Hot Chocolate Additions,https://digitalcontent.api.tesco.com/v2/media/ghs/3197f447-6995-41b8-b8b5-fddee8267369/73cd8f9f-a3d7-42d6-b68e-5ac0a3df83ee_1150599816.jpeg,5,3,Pack size: 80G,,"Store in a cool, dry place and out of direct sunlight. ",,,16 Servings,"[{'Energy': '1683kJ / 396kcal'}, {'Fat': '0.5g'}, {'Saturates': '0.2g'}, {'Carbohydrate': '96.6g'}, {'Sugars': '96.0g'}, {'Fibre': '1.7g'}, {'Protein': '0.5g'}, {'Salt': '0.24g'}, {'* Reference intake of an average adult (8400 kJ / 2000 kcal)': '-'}, {'As sold': '-'}]",7fbc9ddf-8662-5798-86db-383b84dfcc08,12/19/22
Trust Mydo Silent Click Black,https://www.tesco.com/groceries/en-GB/products/306829076,306829076,08713439218695,15,GBP,InStock,"Trust Mydo Silent Click Black. Reduces key-click sound by 90%. 10m wireless range. Variable DPI. Reduces key-click sounds up to 90%,10m wireless range (2.4 GHz),Speed select button (1000/1400/1800 DPI)",TRUST,Home & Ents~Electrical~Computer Accessories,https://digitalcontent.api.tesco.com/v2/media/ghs/24580390-337e-4c8d-ab16-296c8d47c942/af1d9608-b5c0-4f70-86dd-fd1e0adbd257_960774539.jpeg,2.2,4,,,,,,,[],c47d38f8-cc95-570d-9328-2559633eb1b8,12/19/22
